step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
483,CASH_IN,182351.86,C470739268,8791521.61,8973873.47,C775516889,310614.13,128262.27,0,0
134,PAYMENT,5470.63,C1687300600,124091.12,118620.48,M1156866406,0.0,0.0,0,0
131,CASH_IN,64431.12,C1480175494,190.0,64621.12,C1995104197,0.0,0.0,0,0
250,CASH_IN,92827.56,C1597012585,1318343.6,1411171.16,C915259545,213354.38,120526.82,0,0
308,TRANSFER,423951.82,C1052074929,0.0,0.0,C831776720,712562.11,1136513.93,0,0
329,CASH_OUT,666.22,C1633336458,47823.0,47156.78,C35569285,454184.72,454850.94,0,0
162,PAYMENT,17833.7,C1195613966,353945.02,336111.31,M1848328202,0.0,0.0,0,0
357,CASH_OUT,84538.08,C418079985,41757.0,0.0,C1480156163,0.0,84538.08,0,0
187,PAYMENT,4360.35,C1934391757,153897.77,149537.43,M1659094923,0.0,0.0,0,0
415,CASH_OUT,461369.99,C2081855471,461369.99,0.0,C1671232989,2572575.13,3033945.11,1,0
525,CASH_OUT,76668.39,C26444576,0.0,0.0,C1806149734,489941.43,566609.82,0,0
323,CASH_OUT,254481.96,C1303566452,298980.0,44498.04,C1952209153,2083677.25,2338159.21,0,0
180,PAYMENT,10824.83,C1834463050,0.0,0.0,M1001376252,0.0,0.0,0,0
229,CASH_IN,224215.23,C1252042160,98474.0,322689.23,C1344485006,2434910.3,2210695.07,0,0
183,PAYMENT,26209.74,C523245505,0.0,0.0,M982237228,0.0,0.0,0,0
201,PAYMENT,5138.92,C425296330,332454.61,327315.69,M1160430554,0.0,0.0,0,0
253,CASH_OUT,28508.5,C1422167288,0.0,0.0,C291346504,303386.41,331894.91,0,0
22,CASH_OUT,154691.16,C1337701329,2833.0,0.0,C1944373903,0.0,154691.16,0,0
261,TRANSFER,2689633.8,C1607707310,2689633.8,0.0,C1422177291,0.0,0.0,1,0
132,PAYMENT,9464.36,C1351161784,0.0,0.0,M936963724,0.0,0.0,0,0
160,CASH_OUT,314974.91,C1585114840,947.0,0.0,C1539822991,627500.37,1321961.66,0,0
279,CASH_OUT,22816.74,C1688911019,224.0,0.0,C1376738677,0.0,22816.74,0,0
365,CASH_OUT,4841332.26,C238987266,4841332.26,0.0,C1373089977,12806.8,4854139.07,1,0
227,CASH_IN,54654.67,C67997298,47512.0,102166.67,C97616183,0.0,0.0,0,0
162,PAYMENT,2607.6,C1423098298,21639.0,19031.4,M1743262986,0.0,0.0,0,0
210,PAYMENT,13952.11,C963193198,0.0,0.0,M1645609920,0.0,0.0,0,0
251,CASH_IN,82155.53,C341150028,59928.0,142083.53,C133087807,1100738.47,1018582.95,0,0
35,CASH_OUT,295503.09,C1786525597,22065.0,0.0,C1580824538,408480.24,703983.33,0,0
476,CASH_OUT,57956.79,C1739274011,58688.0,731.21,C1603237678,0.0,57956.79,0,0
139,TRANSFER,745435.49,C895506858,63363.0,0.0,C528190495,0.0,745435.49,0,0
241,PAYMENT,1697.7,C444780590,51987.0,50289.3,M235414760,0.0,0.0,0,0
206,CASH_OUT,195091.22,C728038864,0.0,0.0,C1345056711,525841.54,1156829.91,0,0
257,PAYMENT,5130.06,C2035127601,18605.39,13475.33,M297655923,0.0,0.0,0,0
177,PAYMENT,389.17,C389379520,0.0,0.0,M1086035463,0.0,0.0,0,0
399,CASH_IN,358100.9,C1031477730,8662665.3,9020766.2,C1481193175,9558995.74,9200894.84,0,0
350,CASH_IN,290628.97,C1446156435,1485296.69,1775925.67,C1124179736,4267066.03,3976437.06,0,0
14,CASH_OUT,15273.72,C1038064455,0.0,0.0,C1992308619,21577.0,0.0,0,0
18,CASH_IN,50999.52,C696934149,50973.0,101972.52,C1797045691,0.0,0.0,0,0
325,CASH_IN,125457.55,C1955710856,675628.93,801086.47,C383977232,1643678.05,1518220.5,0,0
394,CASH_IN,279859.5,C526054394,8546.0,288405.5,C1836385960,63407.42,0.0,0,0
328,PAYMENT,39190.99,C236597029,0.0,0.0,M1907602536,0.0,0.0,0,0
35,PAYMENT,9206.45,C1255034260,8426.11,0.0,M586569517,0.0,0.0,0,0
396,PAYMENT,6454.36,C1629792747,506836.65,500382.28,M77645973,0.0,0.0,0,0
356,PAYMENT,4115.29,C215789253,29768.0,25652.71,M699173427,0.0,0.0,0,0
181,CASH_OUT,44855.77,C1390717874,0.0,0.0,C590458654,292229.24,337085.01,0,0
280,PAYMENT,2821.33,C1533833580,5994.0,3172.67,M408914111,0.0,0.0,0,0
129,PAYMENT,23592.16,C1807814988,863269.62,839677.45,M58285819,0.0,0.0,0,0
19,CASH_OUT,95776.81,C373862821,0.0,0.0,C1651432416,6137559.01,6627228.34,0,0
235,CASH_IN,80815.11,C2092064919,2171054.67,2251869.78,C1397674903,2442413.49,2361598.38,0,0
285,TRANSFER,1421665.98,C1217403648,1421665.98,0.0,C483706610,0.0,0.0,1,0
212,CASH_OUT,29427.13,C392418197,83283.76,53856.63,C310997957,2944634.85,2974061.98,0,0
238,CASH_OUT,24401.8,C2117790232,0.0,0.0,C996409791,169086.62,193488.42,0,0
395,PAYMENT,30089.33,C1883235599,510027.27,479937.94,M1325553189,0.0,0.0,0,0
210,CASH_OUT,10245.68,C1200186005,0.0,0.0,C2053906986,3901801.34,3912047.02,0,0
38,PAYMENT,5465.35,C1987801451,11635.0,6169.65,M396417742,0.0,0.0,0,0
285,TRANSFER,3345431.35,C596052132,0.0,0.0,C723033747,3679243.4,7024674.75,0,0
402,TRANSFER,395304.31,C1320546635,0.0,0.0,C1376102895,552203.98,808222.77,0,0
21,CASH_OUT,23292.3,C1861214292,0.0,0.0,C1834461593,392364.62,415656.92,1,0
156,CASH_OUT,306244.8,C2120168454,23550.0,0.0,C1929747206,325984.98,1248847.44,0,0
305,CASH_IN,327232.46,C2076791258,8370983.32,8698215.79,C1272830528,559602.31,232369.85,0,0
134,TRANSFER,442805.78,C1085535145,251099.0,0.0,C1178904520,196947.58,849018.4,0,0
306,TRANSFER,1108393.83,C1139827095,39707.0,0.0,C154944502,0.0,1108393.83,0,0
371,PAYMENT,12668.14,C1316796981,11160.0,0.0,M480305643,0.0,0.0,0,0
161,CASH_OUT,116553.91,C1070471155,25814.0,0.0,C2088948468,583419.88,699973.79,0,0
137,CASH_IN,179690.19,C2073140270,26094.0,205784.19,C895417223,0.0,0.0,0,0
186,CASH_OUT,80627.02,C1397440072,0.0,0.0,C826282580,563411.4,644038.42,0,0
352,CASH_OUT,84782.1,C585202294,105294.0,20511.9,C610837419,325520.54,410302.64,0,0
182,CASH_IN,210923.02,C567941964,0.0,210923.02,C1677860187,901666.57,475813.95,0,0
329,CASH_OUT,335967.91,C1720940603,16763.0,0.0,C1117385467,0.0,335967.91,0,0
260,CASH_OUT,64588.94,C225338470,29832.0,0.0,C363201943,140262.33,204851.27,0,0
190,CASH_OUT,71246.96,C1454599391,20225.84,0.0,C1848015235,3533173.53,3604420.49,0,0
179,PAYMENT,5603.72,C764196027,0.0,0.0,M689257418,0.0,0.0,0,0
355,CASH_IN,107301.34,C1233145911,9823591.82,9930893.16,C1668814034,220464.7,113163.36,0,0
323,CASH_OUT,153120.08,C690451307,177915.01,24794.92,C1736112221,379848.97,532969.05,0,0
372,PAYMENT,22407.65,C997464574,0.0,0.0,M1801959364,0.0,0.0,0,0
37,PAYMENT,8453.37,C1870557705,0.0,0.0,M350843407,0.0,0.0,0,0
33,CASH_IN,84361.82,C1616595899,302698.0,387059.82,C419642608,203248.69,118886.88,0,0
329,CASH_OUT,182159.56,C32628272,340213.0,158053.44,C2078602116,848157.3,1030316.85,0,0
183,CASH_OUT,88822.21,C98101459,769.0,0.0,C91993528,0.0,88822.21,0,0
351,PAYMENT,9720.97,C1591213510,86436.53,76715.56,M1753711558,0.0,0.0,0,0
293,TRANSFER,234673.76,C954355337,234673.76,0.0,C669925274,0.0,0.0,1,0
187,CASH_OUT,118316.3,C829529546,33103.0,0.0,C539271379,0.0,118316.3,0,0
284,CASH_OUT,118051.45,C1576085839,580.0,0.0,C2041057123,422166.63,540218.08,0,0
210,PAYMENT,10427.45,C207281585,0.0,0.0,M1774641003,0.0,0.0,0,0
352,PAYMENT,1416.92,C41587712,172461.86,171044.94,M711951585,0.0,0.0,0,0
159,CASH_OUT,105336.06,C414026418,0.0,0.0,C423116590,355205.92,460541.98,0,0
256,CASH_OUT,191781.24,C47705441,38772.0,0.0,C693900836,838724.79,1030506.03,0,0
312,DEBIT,2159.82,C1561545090,18398.0,16238.18,C984733261,44251.09,46410.91,0,0
259,CASH_OUT,294619.85,C776511472,26.0,0.0,C2057343845,14033.47,308653.31,0,0
208,CASH_IN,31165.5,C1587355780,8693720.33,8724885.82,C1396650212,125367.31,94201.81,0,0
179,PAYMENT,301.03,C626936838,319073.96,318772.94,M1372563019,0.0,0.0,0,0
159,CASH_OUT,48172.91,C1985634315,349756.17,301583.26,C1316395492,2810446.09,2858619.0,0,0
405,PAYMENT,16373.29,C683696065,39521.0,23147.71,M205921444,0.0,0.0,0,0
167,PAYMENT,18308.04,C1301705076,0.0,0.0,M911886496,0.0,0.0,0,0
42,CASH_IN,191802.26,C1811450131,1915.39,193717.65,C1618215235,76669.05,0.0,0,0
209,CASH_OUT,1516823.73,C1090892452,1516823.73,0.0,C657813915,386329.46,1903153.19,1,0
331,CASH_OUT,308109.64,C1967858843,0.0,0.0,C1935029366,610787.15,1148993.94,0,0
228,CASH_IN,145599.9,C2109247284,5970339.16,6115939.06,C1227140527,379038.4,233438.51,0,0
160,CASH_IN,82857.19,C1075278052,2288962.72,2371819.91,C870849225,176333.4,93476.21,0,0
393,PAYMENT,7886.39,C586956009,477346.0,469459.61,M567268314,0.0,0.0,0,0
44,PAYMENT,1013.38,C904853665,0.0,0.0,M1487321073,0.0,0.0,0,0
9,PAYMENT,5748.52,C527249888,39440.0,33691.48,M1072684413,0.0,0.0,0,0
252,CASH_OUT,46636.3,C242119824,3597.0,0.0,C282560392,11567380.23,11614016.53,0,0
42,CASH_OUT,26252.72,C796059273,109784.69,83531.98,C2046339813,4886216.53,4912469.25,0,0
254,CASH_OUT,231523.81,C1286931860,11342.0,0.0,C2015189465,478301.18,709825.0,0,0
197,CASH_OUT,486060.16,C558066114,486060.16,0.0,C1244940749,0.0,486060.16,1,0
14,PAYMENT,7833.42,C1710502407,90116.0,82282.58,M937294695,0.0,0.0,0,0
134,PAYMENT,18752.13,C2020383326,166.0,0.0,M383301853,0.0,0.0,0,0
259,PAYMENT,8393.87,C1430703830,44904.63,36510.76,M1289919973,0.0,0.0,0,0
276,CASH_OUT,315572.51,C1865960549,100271.0,0.0,C813671948,257501.13,573073.64,0,0
37,CASH_OUT,208872.72,C1016708170,132.0,0.0,C720405045,96930.59,305803.31,0,0
379,CASH_OUT,17216.14,C2031058034,17216.14,0.0,C413925568,30730.87,47947.01,1,0
274,CASH_IN,267478.68,C1043463220,8289763.13,8557241.81,C1936337561,743217.17,475738.49,0,0
37,CASH_OUT,209815.35,C902373558,0.0,0.0,C79432311,1446364.67,1656180.02,0,0
206,CASH_OUT,177590.06,C1049730151,14673.34,0.0,C1552371584,1713152.83,1666474.12,0,0
8,CASH_OUT,15808.02,C1311336999,0.0,0.0,C485423874,73507.28,89315.3,0,0
139,CASH_OUT,212789.57,C332448649,95898.0,0.0,C1925133434,896871.32,1109660.89,0,0
323,PAYMENT,2136.11,C2009514257,550023.88,547887.77,M601087520,0.0,0.0,0,0
185,CASH_OUT,228689.85,C1464174863,286172.0,57482.15,C535583544,0.0,228689.85,0,0
661,CASH_IN,290696.97,C1206210061,34131.0,324827.97,C1692499678,887261.37,596564.4,0,0
133,CASH_OUT,145478.76,C1699733956,31922.0,0.0,C395622918,0.0,145478.76,0,0
152,TRANSFER,2175288.9,C2058960648,2175288.9,0.0,C413773455,0.0,0.0,1,0
193,PAYMENT,52660.39,C353489316,100628.0,47967.61,M1181066649,0.0,0.0,0,0
308,TRANSFER,987756.6,C1359137740,302.0,0.0,C1500423370,0.0,987756.6,0,0
349,TRANSFER,626570.55,C619656304,11293.0,0.0,C1497618961,1368822.33,1995392.87,0,0
19,CASH_OUT,162196.59,C1653983778,10316.0,0.0,C979109692,24902.0,187098.59,0,0
403,PAYMENT,434.43,C1200496301,165761.79,165327.35,M125833156,0.0,0.0,0,0
41,CASH_IN,75852.18,C1789236014,24838.0,100690.18,C117642285,130319.55,54467.38,0,0
42,CASH_OUT,50416.65,C956748876,21462.0,0.0,C51506443,5897291.01,5790836.87,0,0
300,CASH_OUT,61682.22,C525997404,0.0,0.0,C2003826573,5189617.87,5251300.1,0,0
8,DEBIT,3342.41,C300780867,3009.0,0.0,C179481608,50145.0,85007.07,0,0
328,TRANSFER,8181954.69,C655044787,0.0,0.0,C1575964918,10000000.0,18181954.69,0,0
594,CASH_IN,93870.2,C1515380417,489132.01,583002.21,C442969419,391147.29,297277.1,0,0
347,CASH_IN,94634.19,C1399984503,7648739.25,7743373.44,C1906861271,169174.95,74540.76,0,0
22,PAYMENT,250.08,C1179818469,677401.0,677150.92,M298053996,0.0,0.0,0,0
329,CASH_OUT,270011.88,C2011270103,10352.0,0.0,C538148161,0.0,270011.88,0,0
75,CASH_OUT,460436.43,C568175103,460436.43,0.0,C283083073,0.0,460436.43,1,0
397,CASH_OUT,2107997.33,C1471805107,2107997.33,0.0,C719805094,0.0,2107997.33,1,0
309,CASH_OUT,144375.1,C1958601185,0.0,0.0,C1023969368,520757.02,665132.12,0,0
327,CASH_IN,90268.51,C1032955496,1735681.16,1825949.67,C212436352,155783.76,65515.25,0,0
48,PAYMENT,9554.61,C1363564844,0.0,0.0,M554123216,0.0,0.0,0,0
323,TRANSFER,1899270.24,C830155496,0.0,0.0,C1074821415,13233350.67,15132620.91,0,0
300,CASH_OUT,128158.4,C778558982,0.0,0.0,C823705021,264528.04,392686.44,0,0
384,TRANSFER,318390.19,C539058529,0.0,0.0,C470209755,3132516.79,3450906.98,0,0
396,TRANSFER,1187193.02,C187293534,0.0,0.0,C2090328579,1314359.5,2501552.52,0,0
227,CASH_IN,129250.4,C1477795221,6519725.68,6648976.08,C270198412,1051439.7,922189.3,0,0
380,PAYMENT,5197.42,C1042943053,0.0,0.0,M2126542653,0.0,0.0,0,0
345,PAYMENT,14617.91,C2112126744,175832.62,161214.71,M30820925,0.0,0.0,0,0
162,TRANSFER,1281772.97,C1388701942,0.0,0.0,C1913557950,3444120.03,4725893.01,0,0
298,CASH_OUT,394565.92,C605438331,93740.44,0.0,C1546648181,816338.78,1210904.71,0,0
12,CASH_IN,615125.17,C297070520,1049318.07,1664443.23,C560829524,1184694.09,222712.02,0,0
155,TRANSFER,163867.95,C1686232144,0.0,0.0,C2111281323,4402314.57,4566182.52,0,0
264,PAYMENT,6861.62,C1530544393,8505.0,1643.38,M2022498099,0.0,0.0,0,0
396,PAYMENT,1169.53,C1401682848,23071.0,21901.47,M49815464,0.0,0.0,0,0
305,PAYMENT,30403.65,C131849972,74883.32,44479.68,M980803569,0.0,0.0,0,0
158,CASH_OUT,22068.43,C777485854,232286.0,210217.57,C124722810,2980860.05,3002928.48,0,0
12,CASH_OUT,718923.74,C1538261725,14937.0,0.0,C441730242,30864.0,749787.74,0,0
256,CASH_OUT,54382.04,C788408060,30934.0,0.0,C260575926,731030.1,785412.14,0,0
283,CASH_IN,138487.33,C1817152957,500.0,138987.33,C1815467642,1016280.78,877793.45,0,0
283,CASH_IN,99012.34,C1719213803,852854.0,951866.34,C1022079667,0.0,0.0,0,0
278,CASH_OUT,286453.77,C614918520,9904.0,0.0,C614157524,0.0,286453.77,0,0
258,PAYMENT,6645.79,C1829606822,0.0,0.0,M610026730,0.0,0.0,0,0
327,CASH_IN,130815.54,C182779257,7857647.83,7988463.37,C1966454489,2234978.51,2104162.97,0,0
396,CASH_IN,562481.78,C893678868,24018.0,586499.78,C1453678890,0.0,0.0,0,0
217,PAYMENT,2050.09,C470308726,17201.0,15150.91,M549272511,0.0,0.0,0,0
375,CASH_OUT,117434.53,C136160543,0.0,0.0,C1828900292,122300.68,239735.21,0,0
522,PAYMENT,21818.38,C2112058572,0.0,0.0,M319934792,0.0,0.0,0,0
350,CASH_OUT,142405.36,C396541085,0.0,0.0,C837359481,952583.21,1094988.56,0,0
185,TRANSFER,358763.25,C1069416818,0.0,0.0,C1967520727,2067299.4,2426062.65,0,0
325,CASH_OUT,93303.86,C329091592,32939.0,0.0,C285170883,29770.03,123073.89,0,0
210,PAYMENT,16100.66,C978823724,0.0,0.0,M26784781,0.0,0.0,0,0
232,PAYMENT,14556.09,C1788006524,0.0,0.0,M1644043792,0.0,0.0,0,0
350,CASH_OUT,49111.69,C234992100,0.0,0.0,C511164301,2723403.37,2680756.49,0,0
119,PAYMENT,8129.15,C782772356,1514.0,0.0,M865925994,0.0,0.0,0,0
43,PAYMENT,6814.77,C1471583911,0.0,0.0,M1450170938,0.0,0.0,0,0
12,CASH_OUT,154608.69,C1334273013,14505.0,0.0,C93661678,1615828.92,1468088.8,0,0
214,CASH_OUT,225414.34,C1102210586,45554.0,0.0,C354172677,0.0,225414.34,0,0
310,PAYMENT,8222.86,C1576680452,30535.85,22312.99,M233449487,0.0,0.0,0,0
161,TRANSFER,10000000.0,C831325954,11336901.11,1336901.11,C1166671647,0.0,0.0,1,0
141,PAYMENT,17395.05,C1654909951,5852.51,0.0,M118027579,0.0,0.0,0,0
356,CASH_OUT,95924.73,C824584272,0.0,0.0,C1420357552,913960.73,1009885.46,0,0
420,PAYMENT,16845.38,C2136409501,42384.0,25538.62,M1516734125,0.0,0.0,0,0
163,CASH_OUT,212539.74,C750345423,10433.0,0.0,C87453645,12484991.76,12638107.83,0,0
163,CASH_OUT,670.62,C846698812,324402.33,323731.71,C2034379316,1283143.92,1283814.54,0,0
254,CASH_OUT,19770.61,C562783428,0.0,0.0,C141460740,464587.39,484358.0,0,0
188,CASH_OUT,152850.26,C772863611,0.0,0.0,C821196923,1628756.13,1781606.4,0,0
254,TRANSFER,1342819.26,C693114824,150559.0,0.0,C1079154311,508683.92,1851503.18,0,0
350,PAYMENT,19435.36,C1723186128,0.0,0.0,M1679858622,0.0,0.0,0,0
119,CASH_OUT,383005.31,C668880869,0.0,0.0,C1470979799,563457.39,946462.7,0,0
235,CASH_OUT,167082.06,C1440954262,0.0,0.0,C85407533,2207682.57,2374764.63,0,0
40,CASH_IN,44858.85,C1697413952,18990236.99,19035095.85,C2078526944,4111332.73,4066473.88,0,0
227,PAYMENT,20916.73,C1575108626,0.0,0.0,M94286603,0.0,0.0,0,0
331,CASH_IN,222781.27,C23539607,30764.0,253545.27,C736371337,0.0,0.0,0,0
210,CASH_OUT,88779.06,C1532816005,96224.85,7445.79,C1174190314,1121390.62,1155934.91,0,0
209,PAYMENT,8072.02,C542013603,36666.17,28594.15,M597886141,0.0,0.0,0,0
330,CASH_OUT,50972.59,C607560615,0.0,0.0,C832288282,1702880.3,1753852.89,0,0
544,CASH_OUT,75787.29,C1990776601,0.0,0.0,C108377043,141824.56,217611.84,0,0
15,CASH_OUT,496214.25,C1696607017,2090860.27,1594646.02,C1157460567,784329.79,1042394.85,0,0
204,TRANSFER,11975.22,C815749427,167286.0,155310.78,C525722293,0.0,11975.22,0,0
201,PAYMENT,4818.05,C418478702,0.0,0.0,M59402294,0.0,0.0,0,0
182,CASH_OUT,56380.49,C1009068801,0.0,0.0,C1173568651,1142780.96,1199161.45,0,0
154,PAYMENT,17689.76,C1444667183,50609.0,32919.24,M1822797738,0.0,0.0,0,0
349,PAYMENT,8337.93,C1506689061,439431.0,431093.07,M554584850,0.0,0.0,0,0
184,TRANSFER,487353.03,C677122209,245.0,0.0,C1262233481,0.0,487353.03,0,0
394,CASH_IN,318520.6,C244143906,4005.0,322525.6,C1728919473,47423.62,0.0,0,0
300,CASH_OUT,46712.07,C1795301199,0.0,0.0,C1418265582,450043.56,496755.64,0,0
274,CASH_OUT,208756.64,C712733463,11928.0,0.0,C284249137,896018.61,1104775.25,0,0
201,CASH_OUT,224064.9,C149561769,0.0,0.0,C1886377260,748152.12,972217.01,0,0
377,CASH_IN,157890.15,C258276915,322579.0,480469.15,C952645758,104340.27,0.0,0,0
404,CASH_IN,21008.07,C820959255,138174.0,159182.07,C1082606315,172296.6,151288.52,0,0
236,PAYMENT,8224.48,C1192010011,21218.0,12993.52,M1103259154,0.0,0.0,0,0
705,TRANSFER,404394.04,C57037472,404394.04,0.0,C149688378,0.0,0.0,1,0
306,CASH_OUT,255238.34,C709457407,69.0,0.0,C30764368,0.0,255238.34,0,0
251,CASH_IN,258074.42,C598916493,929.0,259003.42,C26942118,0.0,0.0,0,0
134,CASH_IN,483718.15,C1459881715,16710.0,500428.15,C2086651669,1243227.42,759509.27,0,0
36,PAYMENT,13634.72,C116969688,91993.0,78358.28,M621223167,0.0,0.0,0,0
332,PAYMENT,6986.06,C538075127,322904.18,315918.12,M283046265,0.0,0.0,0,0
71,TRANSFER,304085.48,C378617827,304085.48,0.0,C1265131322,0.0,0.0,1,0
329,CASH_OUT,232585.8,C1655164578,165562.0,0.0,C1851618879,2026650.21,2259236.01,0,0
304,TRANSFER,10000000.0,C1611144363,0.0,0.0,C1629025878,22446720.91,56393218.55,0,0
226,PAYMENT,10554.03,C8087606,137374.0,126819.97,M1495846400,0.0,0.0,0,0
331,TRANSFER,299185.27,C567454576,781587.0,482401.73,C1413539228,0.0,504981.46,0,0
229,CASH_IN,9252.87,C346628672,5479078.38,5488331.25,C1806837828,249797.87,240545.0,0,0
478,PAYMENT,14455.68,C942744362,20912.0,6456.32,M1122670493,0.0,0.0,0,0
66,CASH_OUT,2096634.43,C65342125,2096634.43,0.0,C282355647,183429.98,2280064.41,1,0
306,CASH_IN,243174.39,C1600989345,21813.0,264987.39,C1160779612,555109.69,311935.31,0,0
10,PAYMENT,6595.0,C492267209,0.0,0.0,M71834126,0.0,0.0,0,0
397,TRANSFER,704477.84,C428185794,0.0,0.0,C521979785,1268527.8,1973005.63,0,0
285,PAYMENT,15727.29,C740629699,0.0,0.0,M1231262090,0.0,0.0,0,0
155,CASH_OUT,45484.23,C2028132055,173223.0,127738.77,C821326154,556988.46,662508.92,0,0
132,PAYMENT,20034.79,C1908281570,0.0,0.0,M1818727899,0.0,0.0,0,0
12,PAYMENT,2719.6,C2033908276,0.0,0.0,M1516783960,0.0,0.0,0,0
352,CASH_OUT,121181.08,C106796965,0.0,0.0,C303611671,352121.34,473302.43,0,0
156,CASH_IN,92680.2,C1714345099,307.0,92987.2,C874417335,782229.72,689549.52,0,0
185,PAYMENT,3780.34,C1787873961,0.0,0.0,M1962122814,0.0,0.0,0,0
328,CASH_OUT,146928.52,C1839961526,0.0,0.0,C1757025302,647361.17,794289.68,0,0
183,CASH_IN,266259.06,C668285021,102914.0,369173.06,C720826788,662049.66,395790.6,0,0
354,PAYMENT,19349.98,C835522117,0.0,0.0,M743233094,0.0,0.0,0,0
356,CASH_OUT,69694.63,C1933374904,0.0,0.0,C142644444,3987644.6,4057339.23,0,0
302,CASH_OUT,268765.39,C298760126,0.0,0.0,C958843312,1736949.92,2005715.32,0,0
255,CASH_IN,133500.86,C229007601,24053.17,157554.03,C482255396,848676.17,1134021.97,0,0
380,CASH_IN,148473.22,C1966607329,3326331.9,3474805.12,C216161317,405421.08,256947.86,0,0
257,CASH_OUT,157971.05,C1696996594,49794.0,0.0,C2026776150,264555.88,422526.93,0,0
379,PAYMENT,30272.42,C1128804806,106920.0,76647.58,M771267684,0.0,0.0,0,0
396,CASH_OUT,449140.7,C204002931,0.0,0.0,C427216049,815353.3,1264494.0,0,0
379,CASH_OUT,92113.28,C1249609983,0.0,0.0,C1354774829,10020563.08,10112676.35,0,0
253,CASH_OUT,543815.44,C1574555269,15648.0,0.0,C1762515517,168134.87,711950.31,0,0
310,PAYMENT,21904.16,C1713660191,6871.0,0.0,M1226973606,0.0,0.0,0,0
230,CASH_IN,43792.16,C354551542,202318.0,246110.16,C1158496438,3709262.69,3655956.37,0,0
155,CASH_OUT,25340.46,C712482180,11295.0,0.0,C1033091693,0.0,25340.46,0,0
12,CASH_OUT,204887.57,C1788876273,0.0,0.0,C1922859107,1009817.24,1214704.81,0,0
163,PAYMENT,8768.97,C1096564626,319472.28,310703.32,M872336089,0.0,0.0,0,0
184,TRANSFER,301861.61,C347619608,439.0,0.0,C217045799,2927115.61,3228977.22,0,0
225,CASH_OUT,93336.93,C1853272264,0.0,0.0,C1698719743,172023.54,265360.47,0,0
277,CASH_OUT,245576.35,C1833565461,121.0,0.0,C973058250,807857.98,1053434.33,0,0
656,CASH_IN,142930.52,C511048832,6064140.62,6207071.14,C492470371,2237628.5,2094697.98,0,0
350,TRANSFER,52792.54,C15178195,0.0,0.0,C2141778711,137246.06,190038.6,0,0
15,PAYMENT,5445.68,C789530505,0.0,0.0,M478791720,0.0,0.0,0,0
251,PAYMENT,20862.64,C1212222495,200171.0,179308.36,M1074191917,0.0,0.0,0,0
187,CASH_OUT,239651.39,C1032311922,0.0,0.0,C1046338731,3483527.46,3723178.84,0,0
404,CASH_OUT,419996.96,C966184318,0.0,0.0,C1826925447,4305028.31,4725025.28,0,0
177,CASH_IN,284440.94,C1022357867,7497034.32,7781475.25,C1201175294,290244.63,5803.7,0,0
253,CASH_OUT,362714.43,C1098506498,0.0,0.0,C12493363,766546.99,1129261.43,0,0
230,CASH_OUT,244912.55,C648696374,0.0,0.0,C1027775816,721314.77,966227.32,0,0
259,PAYMENT,11719.44,C496852830,0.0,0.0,M1667721956,0.0,0.0,0,0
2,DEBIT,3106.9,C296954388,100.0,0.0,C2134357721,461082.25,182906.2,0,0
140,CASH_OUT,30847.16,C1452458236,0.0,0.0,C1855863074,537676.21,568523.37,0,0
212,CASH_IN,196630.18,C1128575880,150.0,196780.18,C68442797,1033497.84,836867.66,0,0
357,CASH_IN,67727.03,C1798516483,8039.11,75766.14,C47070755,863330.16,795603.13,0,0
474,CASH_OUT,351108.17,C408475695,222.0,0.0,C1480725235,1626978.77,1978086.94,0,0
132,CASH_OUT,1032.06,C1976518095,30517.0,29484.94,C1088668225,8312.71,9344.77,0,0
208,PAYMENT,5879.73,C589728992,13262.0,7382.27,M936123607,0.0,0.0,0,0
233,CASH_IN,202969.58,C1581923999,186.0,203155.58,C794549599,540778.01,337808.43,0,0
251,CASH_IN,218178.26,C1498106450,6836131.44,7054309.71,C1924961898,706969.26,488791.0,0,0
276,CASH_IN,47073.43,C776390058,26937.0,74010.43,C2047063614,0.0,0.0,0,0
404,CASH_IN,157642.74,C1075648309,103429.0,261071.74,C1689262323,5915985.96,5758343.21,0,0
182,CASH_IN,100578.94,C1264180814,91021.25,191600.18,C336748499,1583106.82,1482527.88,0,0
286,CASH_OUT,191650.95,C1217691903,0.0,0.0,C870442279,1012891.09,1204542.03,0,0
546,CASH_IN,104733.7,C2146264952,3513078.35,3617812.05,C1220057679,935149.81,830416.11,0,0
256,CASH_IN,394673.78,C291796106,108.0,394781.78,C2013378586,1387976.58,993302.8,0,0
299,CASH_OUT,12046.08,C1720925483,0.0,0.0,C343405025,2863059.24,2875105.32,0,0
19,CASH_OUT,222551.82,C973854378,0.0,0.0,C1666121257,586384.77,808936.6,0,0
42,CASH_OUT,34096.36,C928842992,728156.0,694059.64,C14179045,252436.45,286532.81,0,0
139,CASH_IN,181249.4,C1923118948,16289193.16,16470442.57,C1530836290,2236046.57,2054797.17,0,0
237,CASH_OUT,134917.63,C1588115862,5449.0,0.0,C1565888263,825458.93,960376.56,0,0
277,CASH_OUT,239121.18,C2047697635,0.0,0.0,C53443461,250452.44,489573.62,0,0
314,PAYMENT,6147.56,C1994798510,47090.0,40942.44,M1214453796,0.0,0.0,0,0
